GFDC-number,concept-id,Keytype,indexTerm-en,indexTerm-de,indexTerm-fi,note,fi-new-term
114.54,,,Soil fertility: fertilizer requirement,Bodenfruchtbarkeit: Düngerbedarf,,,
114.58,,,Soil depletion,Bodenerschöpfung,,,
114.58,,,Soil exhaustion,Bodenmüdigkeit,,,
114.6,,,Biology: soil,Biologie: Allgemeines: Boden,,,
114.6,,,Soil biology,Bodenbiologie,,Arranged in parallel with UDC 631.46; gleichlaufend mit UDK 631.46 geordnet,
114.61,,,"Bacteria, soil (fermenting)",Bakterien: Boden (Gärungs-),,,
114.61,,,"Denitrification, soil","Denitrifikation, Boden",,,
114.61,,,"Nitrification, soil","Nitrifikation, Boden",,,
114.61,,,"Nitrogen: cycle, biological aspects","Stickstoff: Kreislauf, biologische Gesichtspunkte",,,
114.61,,P,Soil bacteria,Bodenbakterien (Gärungsbakterien),,,
114.61,,,,"Gärungsbakterien, Boden",,,
114.61/.66,,,Soil flora (bacteria etc.),,,,
114.61/.66,,,Soil microflora,,,,
114.66,,,"Bacteria, soil (other)",Bakterien: Boden (andere),,,
114.66,,,,Bodenbakterien (andere),,,
114.67,,,"Microfauna, soil",Mikrofauna des Bodens,,,
114.67,,P,Soil microfauna,Bodenmikrofauna,,,
114.67/.68,,,Soil fauna,,,,
114.68,,,"Macrobiology, soil",Makrobiologie des Bodens,,,
114.68,,,Soil macrobiology,Bodenmakrobiologie,,,
114.7,,,Soil surveys and surveying,Bodenaufnahme und -kartierung,,,
114.7,,,Surveying: soil,Bodenkartierung,,,
114.7,,,"Surveys, soil",Kartieren: des Bodens,,,
114.7,,,,Bodenerkundung,,,
116,,,Hydrology,Hydrologie,,,
116,,,Soil conservation,,,,
116,,,Soil/water régime (hydrology),Boden/Wasser-Regime (Hydrologie),,,
116,,,Water cycle,Wasserkreislauf,,,
116,,,,Bodenerhaltung,,,
116,,,,"Einzugsgebiete, Bewirtschaftung",,,
116,,,,"Wasserhaushalt, Pflege",,,
116.1,,,Precipitation: effects of vegetation on,Niederschlag: Einfluß der Vegetation auf,,,
116.1,,,Vegetation: effects on precipitation etc.,Vegetation: Einfluß auf Niederschlag usw.,,,
116.11,,,Canopy: interception of precipitation,Kronendach: Auffangen der Niederschläge,,,
116.11,,,"Drip, hydrological studies of","Durchtropfen, hydrologische Untersuchungen",,,
116.11,,,Interception: rain,Interzeption: Regen,,,
116.11,,,Rain: interception,Regen: Auffangen durch das Kronendach,,,
116.11,,,Stem-flow,Stammabfluß,,,
116.12,,,Interception: snow,Interzeption: Schnee,,,
116.12,,,Snow: studies of storage and distribution,Schnee: Untersuchungen über Ablagerung und Verteilung,,,
116.12,,,Soil temperature in connexion with hydrological aspects of snow distribution,Bodentemperatur: in Verbindung mit hydrologischen Gesichtspunkten der Schneeverteilung,,,
116.12,,,Storage of snow by vegetation,,,,
116.121,,,Snow pack,Schneedecke,,,
116.121,,,Snowpack,,,,
116.121.1,,,"Snow cover development, meteorology and morphology","Schneedeckenentwicklung, Meteorologie und Morphologie",,,
116.121.1,,,Snow pack deposition,Schneedeckenablagerung,,,
116.121.1,,,"Snow pack, formation and deposition",Schneedecke: Bildung,,,
116.121.2,,,Snowdrift,Schneedrift,,,
116.121.3,,,Snow cover,Schneedecke,,,
116.121.3,,,Snow cover development,Schneedeckenentwicklung,,,
116.121.3,,,"Snow cover, physics and properties","Schneedecke, Physikalische Eigenschaften",,,
116.121.3,,,"Snow cover, properties","Schneedecke, Eigenschaften",,,
116.121.31,,,"Snow, classification","Schnee, Klassifikation",,,
116.121.31,,,"Snow, properties","Schnee, Eigenschaften",,,
116.121.32,,,"Snow cover, metamorphism","Schneedecke, Metamorphose",,,
116.121.33,,,"Heat exchange, snow cover","Wärmeaustausch, Schneedecke",,,
116.121.33,,,"Radiation, snow cover","Strahlung, Schneedecke",,,
116.121.33,,,"Snow cover, energy balance, radiation, heat exchange","Schneedecke, Energiebilanz; Strahlung, Wärmeaustausch",,,
116.121.4,,,"Snow, forces","Schnee, Kräfte",,,
116.121.4,,,"Snow, mechanics of","Schnee, Mechanik von",,,
116.121.4,,,"Snow, stress","Schnee, Spannungen",,,
116.122,,P,Avalanche,Lawinen,,,
116.122,,,"Snow, avalanche","Schnee, Lawine",,,
116.122.1,,,Avalanche classification,Lawinenklassifikation,,,
116.122.1,,,Avalanche formation,Lawine: Bildung,,,
116.122.1,,,Avalanche release,Lawinenanbruch,,,
116.122.1,,,Avalanche types,Lawinentypen,,,
116.122.2,,,Avalanche dynamics,Lawinendynamik,,,
116.122.2,,,Avalanche forces,Lawinenkräfte,,,
116.122.2,,,Avalanche tracks,Lawinenbahnen,,,
116.123,,,"Avalanche, risk management","Lawine, Risikomanagement",,,
116.123,,,"Avalanche, safety measures","Lawine, Schutzmaßnahmen",,,
116.123,,,"Snow, risk management","Schnee, Risikomanagement",,,
116.123,,,"Snow, safety measures","Schnee, Schutzmaßnahmen",,,
116.123.1,,,Avalanche control,,,,
116.123.12,,,Avalanche control by vegetation,Lawinenschutz durch Vegetation,,,
116.123.12,,,Avalanche protection forest,Lawinenschutzwald,,,
116.123.12,,,Vegetation for avalanche control,Vegetation zum Schutz vor Lawinen,,,
116.123.13,,,"Avalanche control, engineering works",Lawinenschutz: technische Verbauung,,,
116.123.13,,,Engineering works for avalanche control,Technische Verbauung für Lawinenschutz,,,
116.123.131,,,Avalanche starting zone,Lawinenanbruchgebiet,,,
116.123.132,,,Avalanche run-out zone,Lawinenablagerungsgebiet,,,
116.123.14,,,Hazard mapping (snow and avalanche),Gefahrenzonenplanung (Schnee und Lawine),,,
116.123.2,,,"Avalanche control, temporary","Lawinenschutz, temporär",,,
116.123.21,,,Avalanche warning,Lawinenwarnung,,,
116.123.22,,,Avalanche: release by explosives,Lawinenauslösung durch Sprengstoffe,,,
116.123.22,,,Explosives for avalanche release,Sprengstoffe für Lawinenauslösung,,,
116.123.23,,,"Avalanche, road closures",Lawine: Straßensperren,,,
116.123.23,,,"Road closures, snow and avalanche",Strassensperren (Schnee und Lawine),,,
116.123.23,,,"Snow, road closures",Schnee: Straßensperren,,,
116.123.24,,,"Avalanche, evacuation","Lawine, Evakuierung",,,
116.123.24,,,"Evacuation, snow and avalanche","Evakuierung , Schnee und Lawinen",,,
116.123.24,,,"Snow, evacuation","Schnee, Evakuierung",,,
116.13,,,Evaporation: hydrological studies of effect of vegetation on,Verdunstung: Einfluß der Vegetation auf,,,
116.13,,,"Humidity, atmospheric: hydrological studies of effect of vegetation on",Feuchtigkeit in der Atmosphäre: hydrologische Studien über den Einfluß der Vegetation auf,,,
116.13,,,"Temperature, air: effect of vegetation on (hydrological studies)",Temperatur: Einfluß der Vegetation auf (hydrologische Untersuchungen),,,
116.13,,,Transpiration: hydrological aspects,Transpiration: hydrologische Gesichtspunkte,,,
116.14,,,"Fog-drip, contribution to local precipitation","Nebeltropfen, Anteil an lokalem Niederschlag",,,
116.2,,,"Erosion, water: studies of",Erosion durch Wasser,,,
116.2,,,"Run-off, studies of","Wasserabfluß, Studien über",,,
116.2,,,,"Ablagerung des Schnees, Einfluß der Vegetation auf die",,,
116.21,,,"Erosion, water: studies of effects of: meteorological factors",Erosion durch Wasser: Einfluß: meteorologischer Erosion durch Wasser: Faktoren,,,
116.21,,,Infiltration: effects of: meteorological factors,Einsickerung des Wassers: Einfluß: meteorologischer Faktoren,,,
116.21,,,"Run-off, studies of: effects of (meteorological factors)","Wasserabfluß, Studien über: Einfluß: (meteorologischer Faktoren)",,,
116.23,,,"Erosion, water: studies of effects of: topography",Erosion durch Wasser: Einfluß: der Geländeform,,,
116.23,,,Infiltration: effects of: topography,Einsickerung des Wassers: Einfluß: der Geländeform,,,
116.23,,,"Run-off, studies of: effects of (topography)","Wasserabfluß, Studien über: Einfluß: (der Geländeform)",,,
116.23,,,"Topography: studies of effects on infiltration, run-off and erosion","Topographie: Untersuchungen über den Einfluß auf Wassereinsickerung, -abfluß und Erosion",,,
116.24,,,"Erosion, water: studies of effects of: soil and geological factors",Erosion durch Wasser: Einfluß: von Bodenfaktoren und geolo­gischer Formation,,,
116.24,,,Infiltration: effects of: soil and geological factors,Einsickerung des Wassers: Einfluß: des Bodens und der geologischen Formation,,,
116.24,,,"Run-off, studies of: effects of (soil and geology)","Wasserabfluß, Studien über: Einfluß: (von Bodenfaktoren und geologischer Formation)",,,
116.25,,,"Erosion, water: studies of effects of: vegetation",Erosion durch Wasser: Einfluß: der Pflanzendecke,,,
116.25,,,Infiltration: effects of: vegetation,Einsickerung des Wassers: Einfluß: der Pflanzendecke,,,
116.25,,,"Run-off, studies of: effects of (vegetation)","Wasserabfluß, Studien über: Einfluß: (der Pflanzendecke)",,,
116.25,,,Vegetation: effects on infiltration etc.,Vegetation: Einfluß auf die Einsickerung usw.,,,
116.26,,,"Erosion, water: studies of effects of: pastoral use",Erosion durch Wasser: Einfluß: der Beweidung,,,
116.26,,,Infiltration: effects of: pastoral use,Einsickerung des Wassers: Einfluß: der Beweidung,,,
116.26,,,Pastoral husbandry: studies of effects on hydrological and erosion factors,,,,
116.26,,,"Run-off, studies of: effects of (pastoral use)","Wasserabfluß, Studien über: Einfluß: (der Beweidung)",,,
116.26,,,,Weidewirtschaft: Untersuchungen über den Einfluß auf Hydrologie und Erosion,,,
116.27,,,"Erosion, water: studies of effects of: cropping practices",Erosion durch Wasser: Einfluß: landwirtschaftlicher Kulturen,,,
116.27,,,Farm cropping practices: studies of hydrological and erosion effects,,,,
116.27,,,Infiltration: effects of: cropping practices,Einsickerung des Wassers: Einfluß: landwirtschaftlicher Kulturen,,,
116.27,,,"Run-off, studies of: effects of (cropping practices)","Wasserabfluß, Studien über: Einfluß: (landwirtschaftlicher Kulturen und Maßnahmen)",,,
116.27,,,,Landwirtschaftlicher Anbau: Untersuchungen der Wirkungen auf Wasserhaushalt und Erosion,,,
116.28,,,"Erosion, water: studies of effects of: forestry practices",Erosion durch Wasser: Einfluß: forstlicher Maßnahmen,,,
116.28,,,Infiltration: effects of: forestry practices,Einsickerung des Wassers: Einfluß: forstlicher Maßnahmen,,,
116.28,,,Polluted water: effects of forestry practices,Wasserverschmutzung: Einfluss forstlicher Maßnahmen,,,
116.28,,,"Run-off, studies of: effects of (forestry practices)","Wasserabfluß, Studien über: Einfluß: (forstliche Maßnahmen)",,,
116.28,,P,water pollution: effects of forestry practices,,,,
116.3,,,Bank erosion,"Bank erosion,",,,
116.3,,,Erosion: bank,"Erosion: bank,",,,
116.3,,,Stream-flow,Wasserführung,,,
116.3,,,,"Erosion, Ufer",,,
116.3,,,,Ufererosion,,,
116.4,,,"Erosion, wind",Erosion durch Wind,,,
116.4,,,Wind erosion: studies of,Winderosion: Untersuchungen über,,,
116.5,,,Canals: erosion along,Kanäle: Erosion an Kanälen,,,
116.5,,,"Erosion: along roads, railways and canals: studies of","Erosion: an Wegen, Eisenbahnen, Kanälen",,,
116.5,,,Railways: erosion along,,,,
116.5,,,Roads: erosion along,Straßen: Erosion entlang,,,
116.6,,,"Erosion and erosion control, practical: general accounts",Erosion und Schutzmaßnahmen gegen Erosion: allgemeine Darstellungen,,,
116.61,,,"Erosion and erosion control, practical: control on pastured land","Schutzmaßnahmen auf: Brandflächen, Weideland",,,
116.61,,,"Pastured land, erosion control on","Weideland, Schutzmaßnahmen gegen Erosion",,,
116.62,,,Contouring (erosion control),Contouring (Erosionsbekämpfung),,,
116.62,,,"Cultivation, soil: methods of erosion control",Bodenbearbeitung: als Schutzmaßnahme gegen Erosion,,,
116.62,,,"Erosion and erosion control, practical: control by: contouring","Erosion und Schutzmaßnahmen gegen Erosion: Schutzmaßnahmen durch: \""Contouring\"" (Anlage von Stückgräben usw.)",,,
116.62,,,"Stückgräben, Anlage von",,,,
116.63,,,Cropping practices for erosion control,Anbaumaßnahmen als Schutz gegen Erosion,,,
116.63,,,"Erosion and erosion control, practical: farm cropping practices","Erosion und Schutzmaßnahmen gegen Erosion: Schutzmaßnahmen durch: \""Contouring\"" landwirtschaftliche Maßnahmen",,,
116.63,,,Farm cropping practices: for practical erosion control,Landwirtschaftlicher Anbau: als Schutzmaßnahme gegen Erosion,,,
116.64,,,"Erosion and erosion control, practical: forestry practices","Erosion und Schutzmaßnahmen gegen Erosion: Schutzmaßnahmen durch: \""Contouring\""forstliche Maßnahmen",,,
116.65,,,Burnt areas: erosion control,Brandflächen: Erosionsbekämpfung,,,
116.65,,,"Erosion and erosion control, practical: control on: burnt areas, roadsides etc.","Schutzmaßnahmen auf: Brandflächen, Wegrändern usw.",,,
116.65,,,Roads: erosion control,Straßen: Erosionsbekämpfung an,,,
116.7,,,Flood control,Flußregulierung,,,
116.7,,,Stream training,Wasserläufe: Schutzmaßnahmen,,,
116.7,,,Torrent training: other measures,Wildbachregulierung: andere Maßnahmen,,,
116.7,,,Waterways: other special measures for correction and maintenance,Wasserstraßen: andere besondere Maßnahmen zur Regulierung und Instandhaltung,,,
116.81,,,Coast erosion and protection: general,Küstenerosion und -schutz: Allgemeines,,,
116.81,,,Erosion: coast,Erosion: Küstenerosion,,,
116.82,,,Coast erosion and protection: sand fixation,Küstenerosion und -schutz: Sandbefestigung,,,
116.82,,,Dune fixation,Dünenbefestigung,,,
116.82,,,"Erosion, wind sand fixation",Erosion durch Wind: Sandbefestigung,,,
116.82,,,Erosion: coast (sand fixation),Erosion: Küstenerosion (Sandbefestigung),,,
116.82,,,Sand fixation,Sandbefestigung,,,
116.82,,,Wind erosion: sand fixation,Winderosion: Sandbefestigung,,,
116.9,,,water resources,Wasser: Vorräte,,,
116.91,,,water quality,Wasser: Güte,,,
12,,,Biology: general,Biologie: Allgemeines,,,
120,,,Ecology: general,Ökologie: im allgemeinen,,,
120,,,Ecosystems: general,Ökosysteme: Allgemein,,,
120,,,General ecology,,,,
121,,,Biodiversity,Biodiversität,Biodiversiteetti ,,
121,,,Communities,Gesellschaften,,,
13,,,Zoology: general,Zoologie: allgemeine,,,
130,,,"Analysis, chemical: animal","Analyse, chemische: Tiere",,,
130,,,Biochemistry: animal,Biochemie: Tiere,,,
130,,,Chemistry: animal,Chemie: Tiere,,,
131,,,Metabolism: animal,Stoffwechsel: Zoologie,,,
131,,,"Physiology, general: animal","Physiologie, Allgemeines: Tiere",,,
131.1,,,"Blood and its circulation, physiology of","Blut; Blutkreislauf, Physiologie",,,
131.2,,,"Respiration, physiology of: animal","Atmung, Physiologie der: Tiere",,,
131.3,,,Development: animal: physiology,,,,
131.3,,,"Digestion, animal","Verdauung, Tiere",,,
131.3,,,"Growth, animal: physiology",,,,
131.3,,,"Nutrition, animal: physiology","Ernährung, Tiere: Physiologie",,,
131.3,,,Physiology of development and growth: animal,,,,
131.3,,,Reserve materials: animal,Reservestoffe: Tiere,,,
131.3,,,"Senescence, physiology of in animals","Alterserscheinungen, Physiologie der, bei Tieren",,,
131.4,,,Excretion: animal,Exkretion: zoologisch,,,
131.4,,,"Glands, physiology of: in animals","Drüsen, zoologische Physiologie",,,
131.4,,,"Lymph, physiological aspects","Lymphe, physiologische Aspekte",,,
131.4,,,Secretion: animal,Sekretion: Tiere,,,
131.6,,,Physiology of reproduction: animal,Physiologie der Fortpflanzung: Tiere,,,
131.6,,,"Pregnancy, physiology of animal","Trächtigkeit, Physiologie der Tiere",,,
131.6,,,"Reproduction, animal: physiology","Fortpflanzung, Tiere: Physiologie",,,
131.7,,,Locomotion: physiology (in animals),"Fortbewegung, zoologische Physiologie",,,
131.7,,,Movement: physiology of (animal),Bewegung: Physiologie der: (Tiere),,,
131.7,,,Physiology of movement: animal,Physiologie der Bewegung: Tiere,,,
131.8,,,Nervous system: physiology,Nervensystem: Physiologie,,,
132,,,Pathology: animal,Pathologie: Tiere,,,
132,,,Teratology: animal,Teratologie: Tiere,,,
133,,,Embryology: animal,Embryologie: zoologisch,,,
133,,,"Ontogeny, animal","Ontogenie, Tiere",,,
134,,,Anatomy: animal,Anatomie: Tiere,,,
134,,,Morphology: animal,Morphologie: Tiere,,,
134,,,Organography; organology: animal,Organlehre: Tiere,,,
134.1,,,"Circulatory system, animal","Kreislauforgane, tierische",,,
134.2,,,"Respiratory system, animal (morphology etc.)","Atmungsorgane, Tiere (Morphologie usw.)",,,
134.3,,,Alimentary system of animals,Ernährungsorgane der Tiere,,,
134.3,,,"Nutrition, animal: organs of","Ernährung, Tiere: Ernährungsorgane",,,
134.4,,,Lymph system,Lymphsystem,,,
134.6,,,Mammae,Milchdrüsen,,,
134.6,,,"Reproductive organs, morphology: animals","Fortpflanzungsorgane, Morphologie: Tiere",,,
134.6,,,Urogenital system,Urogenitalsystem,,,
134.7,,,Locomotory organs of animals,Fortbewegungsorgane der Tiere,,,
134.7,,,Movement: organs of (animal),Bewegung: Organe der Tiere,,,
134.8,,,Nervous system: anatomy etc.,Nervensystem: Anatomie usw.,,,
134.8,,,Sense organs,,,,
135,,,"Analysis, genetical: animal","Analyse, genetische: Tiere",,,
135,,,"Breeding, animal",Züchtung:Tiere,,,
135,,,Chromosomes: animal,Chromosomen: der Tiere,,,
135,,,Cytogenetics: animal,Zytogenetik: zoologisch,,,
135,,,Evolution: animal,Entwicklung (Phylogenie): zoologisch,,,
135,,,"Genetics, animal",Genetik: zoologische,,,
135,,,Heredity: animal,Vererbung: zoologisch,,,
135,,,Phylogeny: animal,Phylogenie: Tiere,,,
135,,,"Reproduction, animal: cytogenetics","Fortpflanzung, Tiere: Zytogenetik",,,
135,,,"Variation, natural: in animals","Variation, natürliche: bei Tieren",,,
135,,,,Stammesgeschichte: Tiere,,,
136,,,"Economic zoology, general",Angewandte Zoologie i.a.,,,
136,,,Zoology: economic (general),Zoologie: angewandte (Allgemeines),,,
136.0,,,Wild animals,Wilde Tiere,,,
136.1,,,Animals: useful,Tiere: nützliche,,,
136.1,,,Useful animals: general,Nützliche Tiere: Allgemeines,,,
136.5,,,Animals: harmful,Tiere: schädliche,,,
136.5,,,Harmful animals: general,Schädliche Tiere: Allgemeines,,,
136.6,,,Endangered animals,Gefährdete Tiere,,,
138,,,Histology: animal,Histologie: zoologisch,,,
138,,,Tissues (histology): animal,Gewebe (Histologie): Tiere,,,
14,,,Animals: classification,Klassifizierung: Tiere,,,
14,,,Systematic zoology,Systematische Zoologie,,,
14,,,Taxonomy: animal,Tiere: Systematik,,,
14,,,Zoology: systematic,Zoologie: systematische,,,
142,,,Invertebrata,Wirbellose Tiere,,,
143,,,Coelenterates,Coelenterata,,,
143,,,Protozoa,Plasmodroma,,,
143,,,Sponges,Schwämme,,,
143,,,Spongiaria,Spongiaria,,,
144,,,Mollusca,Mollusca,,,
144,,,Protostomata,Weichtiere,,,
145,,,Articulata,Gliedertiere,,,
145.1,,,Nematodes,Nematoden,,,
145.1,,,Vermes,Vermes,,,
145.2,,,Arthropoda,Gliederfüßler,,,
145.3,,,Branchiata,Branchiata,,,
145.3,,,Crustacea,Krebse,,,
145.4,,,Arachnida,Spinnen,,,
145.42,,,Acarina,Milben,,,
145.5,,,Onychophora,Onychophora,,,
145.5,,,Protracheata,Protracheata,,,
145.6,,,Millipedes,Tausendfüßler,,,
145.6,,,Myriapoda,Myriopoda,,,
145.7,,,Entomology,Entomologie,,,
145.7,,,Insecta,Insekten,,,
147.2/.5,,,Fishes,Fische,,,
147.2/.5,,,Ichthyology,Ichthyologie,,,
147.2/.5,,,Pisces,Pisces,,,
