fdcNumber,conceptId,Keytype,indexTerm-en,indexTerm-de,indexTerm-sv,indexTerm-fi,indexTerm-fr,indexTerm-sl,indexTerm-sp,agrovocConcept,scopeNote,fi-new-term,seÄven,USE-se,RT-se,v2016-se,altLabel-en,altLabel-de,altLabel-sv,altLabel-fi,altLabel-fr,altLabel-sl,altLabel-sp,hiddenLabel-en,hiddenLabel-de,hiddenLabel-sv,hiddenLabel-fi,hiddenLabel-fr,hiddenLabel-sl,hiddenLabel-sp
114.23,136,,soil electro-chemical properties,Elektrochemische Bodeneigenschaften,elektrokemiska markegenskaper,maan elektrokemialliset ominasuudet,,,propiedades electroguímicas del suelo,,,,,,,,,,,,,,,Soil: electrochemical properties,Boden: elektrochemische Bodeneigenschaften,mark: elektro-kemiska egenskaper,,,,
114.23,137,,ion exchange,Ionenaustausch,jonutbyte,ioninvaihto,,,intercambio de cationes del suelo ,,,,,,,,,,,,,,,,,,,,,
114.231,138,P,soil buffer capacity,Pufferungsvermögen (des Bodens),"buffertkapacitet, mark",maan puskurikapasiteetti,,,capacidad de amortiguamiento del suelo ,,,,,,,,,,,,,,buffer|amortiguamiento,Soil: buffer capacity,Boden: Pufferungsvermögen,mark: buffertkapacitet,maan puskurikyky,,,
114.234,139,P,soil base exchange,Basenaustausch (des Bodens),"basutbyte, mark",emäsvaihto,,,intercambio de bases,,,,,,,,,,,,,,,Soil: base exchange in,Boden: Basenaustausch,mark: basutbyte,,,,
114.24,140,,soil colloidal properties,Kolloidale Bodeneigenschaften,kolloidala markegenskaper,maan kolloidiominaisuudet,,,propiedades coloidales del suelo ,,,,,,,,,,,,,,,Soil: colloidal properties,Boden: kolloidale Bodeneigenschaften,mark: kolloidala egenskaper,,,,
114.242,141,P,soil colloidal state,Kolloidaler Zustand (des Bodens),"kolloidtillstånd, mark",maan kolloiditila,,,estado coloidal del suelo ,,,,,,,,,,,,,,,Soil: colloidal state,Boden: kolloidaler Zustand,mark: kolloidtillstånd,,,,
114.243,142,P,soil adsorption,Absorption im Boden,adsorption,adsorptio maaperässä,,,adsorción del suelo ,,,,,,,,,,,,,,,Soil: adsorption in,Boden: Absorption,mark: adsorption,,,,
114.25,143,,soil pH,pH (Boden),"pH, mark",maan pH  ,,,pH del suelo ,,,,,,,,,,,,,,,,Boden: pH,mark: pH,,,,
114.25,144,P,soil acidification,Bodenversauerung,markförsurning,maan happamoituminen,,,acidificación del suelo,,,,,,,,,,,,,,,,,,,,,
114.25,145,P,soil acidity,Bodenazidität,markaciditet,maan happamuus,,,acidez del suelo  ,,,,,,,,,,,,,,,"Acidity, soil","Azidität, Boden",,,,,
114.25,146,,soil reaction,Bodenreaktion,markreaktion,maan reaktio,,,reacción del suelo ,,,,,,,,,,,,,,,,,,,,,
114.26,147,,soil inorganic chemistry,Bodenchemie: anorganische,"markkemi, oorganisk",epäorgaaninen maakemia,,,química inorgánica del suelo,,,,,,,,Chemistry: soil (inorganic),Chemie: Boden (anorganisch),kemi: mark (oorganisk),,,,,,,,,,,
114.26,148,,soil inorganic constituents,Bodenbestandteile: anorganische,"markbeståndsdelar, oorganiska","maan koostumus, epäorgaaninen",,,componentes inorgánicos del suelo,,,,,,,,,,,,,,,,,,,,,
114.261,149,,nitrogen and its compounds in soil,Stickstoff: und Verbindungen im Boden,kväve och kväveföreningar i marken,"typpi ja typen yhdisteet, maaperässä",,,nitrógeno y compuestos nitrogenados del suelo ,,,,,,,,,,,,,,,,,,,,,
114.262,150,,phosphorus and its compounds in soil,Phosphor und Phosphorverbindungen im Boden,fosfor och fosforföreningar i marken,"fosfori ja fosforin yhdisteet, maaperässä",,,fósforo y compuestos de fósforo en el suelo ,,,,,,,,,,,,,,,,,,,,,
114.264,151,,potassium and its compounds in soil,Kalium und Kaliumverbindungen im Boden,kalium och kaliumföreningar i marken,"kalium ja kaliumyhdisteet, maaperässä",,,potasio y sus compuestos en el suelo ,,,,,,,,,,,,,,,,,,,,,
114.265,152,,sodium and its compounds in soil,Natrium und Natriumverbindungen im Boden,natrium och natriumföreningar i marken,natrium ja natriumyhdisteet maaperässä,,,sodio y sus compuestos en el suelo ,,,,,,,,,,,,,,,,,,,,,
114.267,153,,calcium and its compounds in soil,Kalzium und Kalziumverbindungen im Boden,kalcium och kalciumföreningar i marken,kalsium ja kalsiumyhdisteet maaperässä,,,calcio y compuestos cálcicos en el suelo  ,,,,,,,,,,,,,,,,,,,,,
114.27,154,,humus: incorporated,Humus,humus,humus,,,humus: incorporación ,,,,,,,,,,,,,,,,,,,,,
114.27,155,classname,organic chemistry of soils,Organische Bodenchemie,organisk markkemi,orgaaninen maakemia,,,química orgánica del suelo,,,,,,,,,,,,,,,Soil chemistry: organic|Chemistry: soil (organic),Bodenchemie: organische|Chemie: Boden (organisch),"markkemi, organisk|kemi: mark (organisk)",maakemia: orgaaninen|kemia: maakemia (orgaaninen),,,
114.27,156,,soil organic constituents,Organische Bodenbestandteile,organiska markbeståndsdelar,maaperän orgaaniset yhdisteet,,,componentes orgánicos del suelo,,,,,,,,,,,,,,,"Organic constituents, soil","Organische Bestandteile, Boden","organiska beståndsdelar, mark","orgaaniset yhdisteet, maaperässä",,,
114.28,157,classname,soil solution,Bodenlösung,markvätska,maaneste,,,disolución del suelo,,,,,,,,,,,,,,,,,,,,,
114.3,158,,soil formation,Bodenbildung,jordmånsbildning,maannostuminen,,,formación del suelo,,,,,,,,,,,,,,,,,,,,,
114.3,159,,soil profile,Bodenprofil,markprofil,maannosprofiili,,,perfil del suelo,,,,,,,,,,,,,,,,,,,,,
114.30,160,,soil formation processes,Bodenbildungsprozesse,jordmånsbildningsprocesser,maannostumisen prosessit,,,"suelo, formación del, procesos en general ",,,,,,,,,,,,,,,,,,,,,
114.31,161,,climate influence on soil development,"Klima, Einfluß auf die Bodenbildung",klimatens inverkan på jordmånsbildning,ilmaston vaikutus maannoksen muodostumiseen,,,"clima, su influencia en la formación del suelo",,,,,,,,,,,,,,,Soil formation: relation to climate,Bodenbildung: Beziehungen zum Klima,"jordmånsbildning, klimatets inflytande",,,,formación del suelo en relación con el clima
114.31,162,,effects of water movement on soil profile,Wirkungen der Wasserbewegung auf das Bodenprofil,vattenrörelsens inverkan på jordmånsbildning,veden liikkeen vaikutus maannoksen muodostumiseen,,,"agua del suelo, efectos del movimiento en el perfil ",,,,,,,,,,,,,,,Soil formation: influence of water movement,Bodenbildung: Wirkungen der Wasserbewegung,"jordmånsbildning, beroende av vattenrörelsen i marken",,,,formación del suelo influencia del movimiento del agua
114.31,163,,soil leaching,Bodenauswaschung,urlakning,uuttuminen,,,lavado del suelo ,,,,,,,,,,,huuhtoutuminen,,,,,,,,,,
114.32,164,,geological considerations in soil formation and development,Geologische Betrachtungen zur Bodenbildung und -entwicklung,geologiska synpunkter på jordmånsbildning och -utveckling,geologinen vaikutus maannoksen muodostumiseen,,,consideraciones geológicas en la formación y desarrollo del suelo ,,,,,,,,,,,,,,,,,,,,,
114.32,165,,parent material of soils,Ausgangsgestein (Boden),ursprungsmaterialets inflytande på jordmånsbildning,maannoksen ainesten emokallio,,,roca madre del suelo,,,,,,,,,Muttergestein,,,,,,Soil formation: geological considerations; influence of parent material|Soil: parent material of,Bodenbildung: geologische Betrachtungen; Einfluß des Ausgangsmaterials|Boden: Ausgangsmaterial (Muttergestein),"jordmånsbildning, geologiska synpunkter; inflytande av ursprungsmaterial|mark: ursprungsmaterial",,,,"formación del suelo, consideraciones geológicas; influencia de la roca madre "
114.32,166,,weathering: as factor in soil formation,Verwitterung: als Faktor der Bodenbildung,vittring: som en faktor vid jordmånsbildning,rapautuminen: vaikutus maannoksen muodostumiseen,,,meteorización en la formación del suelo ,,,,,,,,,,,,,,,Soil formation: weathering,Bodenbildung: Verwitterung,"jordmånsbildning, vittring",maannostuminen: rapautuminen,,,"formación del suelo, meteorización y otras alteraciones "
114.33,167,,vegetation: effects on soil development,Vegetation: Einfluß auf die Bodenentwicklung,vegetation: inverkan på jordmånsbildning,kasvillisuus: vaikutus maannoksen muodostumiseen,,,vegetación: efectos en la formación del suelo,,,,,,,,,,,,,,,Soil formation: relation to vegetative cover,Bodenbildung: Beziehungen zur Pflanzendecke,"jordmånsbildning, relation till växttäcket",,,,formación del suelo en relación con la cubierta vegetal 
114.35/.36,168,P,soil horizons,Bodenhorizonte,jordhorisonter,maaprofiilit,,,horizontes del suelo ,,,,,,,,,,,,,,perfil del suelo,"Horizons, soil",Horizonte des Bodens,"horisonter, jord","profiilit, maaperä",,,
114.351,169,classname,litter,Waldstreu,förna,karike,,,despojos vegetales,,,,,,,,soil horizons: litter,Bodenstreu,,karikekerros,,,cubierta vegetal muerta ,,Bodenhorizonte: Bodenstreu,jordhorisonter: förna|döda träd (ekologisk betydelse)|förna döda träd,maaprofiilit: karike,,,horizontes del suelo cubierta vegetal muerta 
114.354,170,classname,humus layers,Humus: Humushorizonte,humus: humuslager i allmänhet,humuskerros,,,"horizontes del suelo, capas de humus ",,,,,,,,,,,,,,,"Horizons, soil: humus layers|Soil horizons: humus layers",Horizonte des Bodens: Humushorizonte|Bodenhorizonte: Humushorizonte,"horisonter, jord, humuslager",maahorisontit: humuskerros,,,
114.355,171,,mor humus,Moder,mår,kuntta,,,"mor, humus ",,,,,,,,,,,,,,,"Soil horizons: humus layers (mor, raw humus)|Horizons, soil: humus layers (mor, raw humus)","Horizonte des Bodens: Humushorizonte (Rohhumus, Moder)|Bodenhorizonte: Humushorizonte (Rohhumus, Moder)","horisonter, jord, humuslager (mår, råhumus)",,,,"horizontes del suelo capas de humus (mor, humus no incorporado al suelo mineral) "
114.355,172,,raw humus,Rohhumus,råhumus,raakahumus,,,humus: no incorporado al suelo mineral ,,,,,,,,,,,,,,,Humus: raw,"Humus: Rohhumus, Moder",humus: råhumus,,,,
114.356,173,,mild humus,Milder Humus,,,,,,,,,,,,,,,,,,,,"Humus: mild|Soil horizons: humus layers (mull, mild humus)|Horizons, soil: humus layers (mull, mild humus)","Humus: Mull, milder Humus|Bodenhorizonte: Humushorizonte (Mull, milder Humus)|Horizonte des Bodens: Humushorizonte (Mull, milder Humus)",humus: mull,,,,
114.356,174,,mull humus,Mull,mull,multa,,,"mull, humus ",,,,,,,,,,,,,,,,,"horisonter, jord, humuslager (mull)",,,,"horizontes del suelo, capas de humus (mull, humus incorporado al suelo mineral) "
114.36,175,,mineral soil,Mineralboden,mineraljordshorisonter,mineraalimaat,,,suelo mineral ,,,,,,,,,,,,,,,"Soil: ""mineral""",Boden: Bodenhorizonte,mark: mineraljordar,,,,
114.361,176,,"concretions, soil: surface","Konkretionen, Boden: an der Oberfläche","konkretioner, mark: ytliga",konkreetiot: maan pinnalla,,,concreciones del suelo: en la superficie  ,,,,,,,,,,,,,,,soil concretions on surface,,markkonkretioner: ytliga,,,,
114.361,177,,eluvial horizons,Auswaschungshorizonte,urlakningsskikt,uuttumiskerros,,,horizontes eluviales del suelo,,,,,,,,,,,,,,,"soil horizons: eluvial|Horizons, soil: eluvial",Bodenhorizonte: Auswaschungshorizonte|Horizonte des Bodens: Auswaschungshorizonte,"horisonter, jord, urlakningsskikt",,,,
114.361,178,,soil horizons: A,Bodenhorizonte: A,jordhorisont A,maahorisontit: A,,,horizontes del suelo A ,,,,,,,,,,,,,,,"Horizons, soil: A",Horizonte des Bodens: A,"horisonter, jord, A",,,,
114.361,179,,soil pans: surface,Bodenverdichtungen: an der Oberfläche,skorpbildning,anturamaa: maan pinnalla,,,capas del suelo: superficiales  ,,,,,,,,,,,,,,,"Pans, soil: surface","Verdichtungen, Boden: an der Oberfläche",,,,,depósitos en el suelo: superficiales
114.362,180,,"concretions, soil: below surface","Konkretionen, Boden: unterhalb der Oberfläche",markkonkretioner: under ytskiktet,konkreetiot: maanpinnan alla,,,concreciones del suelo: debajo de la superficie ,,,,,,,,,,,,,,,soil concretions: below surface,,,,,,
114.362,181,,hardpan,Ortstein,ortsten,anturamaa,,,Ortstein,,,,,,,,,,skenhälla,,,,,,,,,,,
114.362,182,,"Illuvial horizons, soil","Anreicherungshorizonte, Boden",anrikningsskikt,rikastumiskerros,,,horizontes iluviales del suelo ,,,,,,,,,,,,,,,"Soil horizons: illuvial|Horizons, soil: illuvial",Bodenhorizonte: Anreicherungshorizonte|Horizonte des Bodens: Anreicherungshorizonte,"horisonter, jord, anrikningsskikt",,,,
114.362,183,,soil horizons: B,Bodenhorizonte: B,jordhorisont B,maahorisontit: B,,,horizontes del suelo B ,,,,,,,,,,,,,,,"Horizons, soil: B",Horizonte des Bodens: B,"horisonter, jord, B",,,,
114.362,184,,soil pans: below surface,Bodenverdichtungen: unterhalb der Oberfläche,skorpbildning: under ytskiktet,anturamaa: maanpinnan alla,,,"capas del suelo: duras, debajo de la superficie ",,,,,,,,,,,,,,,"Pans, soil: below surface","Verdichtungen, Boden: unterhalb der Oberfläche",,,,,
114.363,185,,soil horizons: C,Bodenhorizonte: C,jordhorisont C,maahorisontit: C,,,horizontes del suelo C ,,,,,,,,,,,,,,,"Horizons, soil: C",Horizonte des Bodens: C,"horisonter, jord, C",,,,
114.364,186,classname,Gley horizons,Glei-Horizonte,gleyhorisonter,gleimaannos,,,"Gley, horizontes  ",,,,,,,,,,,,,,,"Soil horizons: gley|Horizons, soil: gley",Bodenhorizonte: Gleihorizonte|Horizonte des Bodens: Glei-Horizonte,"horisonter, jord, gley",,,,horizontes del suelo gley 
114.38,187,P,soil depth,Bodentiefe,markprofilens djup,maaperän syvyys,,,profundidad del suelo ,,,,,,,,,,jorddjup,,,,,"Depth, soil",Tiefe des Bodens|Gründigkeit des Bodens,"djup, markprofilens",,,,depósitos en el suelo: debajo de la superficie  
114.4,188,,soil classification,Bodenklassifizierung,markklassifikation,maaperän luokittelu,,,clasificación de los suelos,,,,,,,,,,,,,,,,,,,,,
114.4,189,,soil types,Bodentypen,jordmånstyper,maaluokat,,,tipos de suelos,,,,,,,,,,,,,,,,,,,,,
114.411,190,,soil catenas,"Catenen, Boden",katenor,rinnemaannokset,,,catenas del suelo,,,,,,,,"Catenas, soil",,,,,,,,,,,,,
114.411,191,,soil types: spatial disposition,Bodentypen: räumliche Anordnung,"jordmånstyper, förekomst i landskapet",maannostyyppien alueellinen jakauma,,,disposición espacial de los tipos de suelos ,,,,,,,,Spatial disposition of soil types,,,,,,,,,,,,,
114.44,192,,genetic classification of soils,Genetische Einteilung der Bodentypen,genetisk jordmånsklassifikation,maannostyyppien geneettinen luokittelu,,,clasificación genética de suelos  ,,,,,,,,,,,,,,,Soil classification: genetic|Soil types: genetic,Bodenklassifizierung: genetische|Bodentypen: Genetik,"markklassifikation, genetisk|jordmånstyper, genetiska",,,,
114.441,193,,zonal soils of humid climates,Zonale Böden: humider Klimate,zonala jordar: i humida klimat,kosteiden ilmastojen maannokset,,,suelos zonales de los climas húmedos ,,,,,,,,,,,,,,,"Soil types: zonal, of humid climates",Bodentypen: zonale Böden humider Klimate,"jordmånstyper, zonala, i humida klimat",,,,
114.441.1,194,classname,tundra soils,Tundra-Böden,tundrajordar,tundramaat,,,suelos de tundra,,,,,,,,,,,,,,,,,,,,,
114.441.2,195,classname,podsole,Podzols,podsoler,podsolit,,,podzoles ,,,,,,,,,,,,,,,,,,,,,
114.441.3,196,classname,brown earths,Braunerden,brunjordar,ruskomaannos,,,tierras pardas ,,,,,,,,,,,,,,,,,,,,,
114.441.4,197,classname,grey-brown podzolic soils,Podsolige braune Waldböden,"podsoliska jordar, gråbruna",ruskopodsoli,,,suelos podzólicos pardo grisáceos ,,,,,,,,,,parabrunjord|gråbruna podsoliska jordar,,,,,Grey-brown podzolic soils,,"""gråbruna podsoliska jordar""",,,,
114.441.5,198,classname,degraded Chernozems,Tschernoseme: degradierte,"chernozem, degraderade","tsernosemit, hajonneet",,,chernozems degradados ,,,,,,,,,,,,,,,,,,,,,
114.441.6,199,classname,prairie soils,Prärie-Böden,präriejordar,preeriamaannos,,,suelos  de pradera,,,,,,,,,,,,,,,,,,,,,
114.441.7,200,,laterite and lateritic soils,Laterite und lateritische Böden,laterit och lateritiska jordar,lateriittimaannos,,,suelos de laterita y lateríticos,,,,,,,,,,,latosolit,,,,,,,,,,
114.441.7,201,,red earths,Roterden,röda jordar,punaiset maannokset,,,tierras rojas,,,,,,,,Terra rossa,Terra rossa,Terra rossa,Terra rossa,,,terra rossa ,,,,,,,
114.441.7,202,,subtropical soils of humid climates,Subtropische Böden: humider Klimate,subtropiska jordar: i humida klimat,subtrooppiset maannokset: kosteassa ilmastossa,,,suelos subtropicales de climas húmedos,,,,,,,,,,,,,,,,,,,,,
114.441.7,203,,tropical soils of humid climates,Tropische Böden: humider Klimate,tropiska jordar: i humida klimat,trooppiset maannokset kosteassa ilmastossa,,,suelos tropicales de climas húmedos ,,,,,,,,,,,,,,,,,,,,,
114.441.7,204,,yellow earths,Gelberden,gula jordar,keltaiset maannokset,,,tierras  amarillas,,,,,,,,,,,,,,,,,,,,,
114.442,205,,zonal soil types of semi-arid and arid climates,Bodentypen: zonale Böden semi-arider und arider Klimate,"jordmånstyper, zonala, i semiarida och arida klimat","maannokset, vyöhykkeiest puoliaavikot ja kuivat ilmastot",,,suelos zonales de los climas semiáridos y áridos ,,,,,,,,,,,,,,,Zonal soils: of semi-arid and arid climates,Zonale Böden: semi-arider und arider Klimate,zonala jordar: i semiarida och arida klimat,,,,
114.442.1,206,classname,Chernozems,Tschernoseme,chernozem,mustamulta,,,chernozems ,,,,,,,,,,,tšernoseemi,,,,,,,,,,
114.442.2,207,classname,chestnut earths,Kastanienfarbige Böden,kastanjebruna jordar,kastanjanruskeat maannokset,,,suelos  castaños,,,,,,,,,,,,,,,,,,,,,
114.442.3,208,classname,brown semi-desert soils,Braune Halbwüstenböden,bruna halvökenjordar,ruskomaa,,,"pardos semidesérticos, suelos  ",,,,,,,,,,,,,,,,,,,,,
114.442.3,209,,semi-desert soils: temperate (brown),Halbwüstenböden: gemäßigte Zone (braun),halvökenjordar: tempererade (bruna),,,,suelos semidesérticos: templados (pardos) ,,,,,,,,,,,,,,,,,,,,,
114.442.3/.4,210,,semi-desert soils: temperate,Halbwüstenböden: gemäßigte Zone,halvökenjordar: tempererade,,,,suelos semidesérticos: templados ,,,,,,,,,,,,,,,,,,,,,
114.442.4,211,,grey semi-desert soils,Graue Halbwüstenböden,grå halvökenjordar,,,,suelos grises semidesérticos ,,,,,,,,,,,,,,,,,,,,,
114.442.4,212,,semi-desert soils: temperate (grey),Halbwüstenböden: gemäßigte Zone (grau),halvökenjordar: tempererade (grå),,,,suelos semidesérticos: templados (grises) ,,,,,,,,,,,,,,,,,,,,,
114.442.5,213,,desert soils: temperate,Wüstenböden: gemäßigte Zone,ökenjordar: tempererade,aavikkomaannos: temperaattinen,,,"suelos desérticos, templados ",,,,,,,,,,,,,,,,,,,,,
114.442.7,214,,Chernozems: tropical,Tschernoseme: tropische,"chernozem, tropiska","tšernoseemit, trooppiset",,,chernozems tropicales ,,,,,,,,,,,,,,,,,,,,,
114.442.7,215,,desert soils: tropical,Wüstenböden: tropische,ökenjordar: tropiska,aavikkomannos: trooppinen,,,suelos desérticos tropicales ,,,,,,,,,,,,,,,,,,,,,
114.442.7,216,,red desert soils,Rote Wüstenböden,röda ökenjordar,punaiset aavikkomaannokset,,,suelos desérticos rojos,,,,,,,,,,,,,,,,,,,,,
114.442.7,217,,semi-desert soils: subtropical and tropical,Halbwüstenböden: subtropische und tropische,halvökenjordar: subtropiska och tropiska,,,,suelos semidesérticos subtropicales  y tropicales ,,,,,,,,,,,,,,,,,,,,,
114.442.7,218,,subtropical soils: of semi-arid and arid climates,Subtropische Böden: semi-arider und arider Klimate,subtropiska jordar: i arida och semiarida klimat,,,,"subtropicales, suelos de los climas semiáridos y áridos ",,,,,,,,,,,,,,,,,,,,,
114.442.7,219,,tropical soils: of semi-arid and arid climates,Tropische Böden: semi-arider und arider Klimate,tropiska jordar: i arida och semiarida klimat,,,,suelos tropicales de climas semiáridos y áridos ,,,,,,,,,,,,,,,,,,,,,suelos intrazonales
114.443,220,,groundwater soils: non-peaty,Grundwasser-Böden: nicht- torfige,grundvattenbetingade jordar: minerogena,,,,"húmedos, suelos no turbosos ",,,,,,,,,,,,,,,,,,,,,
114.443,221,,soil types: non-peaty groundwater,Bodentypen: nicht-torfige Grundwasserböden,"jordmånstyper, grundvattenbetingade minerogena",,,,"tipos de suelos, húmedos no turbosos ",,,,,,,,,,,,,,,,,,,,,
114.443.1,222,,Gleys (as soil type),Glei-Böden (als Bodentyp),gleyjordar,gleysolit,,,Gleys (como tipo de suelo)  ,,,,,,,,,,,,,,,,,,,,,
114.443.1,223,,meadow soils,Wiesenböden,fuktängars-jordar,niittymaannokset,,,suelos de prado,,,,,,,,,,,,,,,,,,,,,
