fdcNumber,date-eng,date-ger,date-fre,date-fin,date-swe,date-sp,RecordType,BT,seeAlso,prefLabel-eng,includingNote-eng,scopeNote-eng,fdcNumber-fi,prefLabel-fin,includingNote-fin,scopeNote-fin,fdcNumber-de,prefLabel-ger,includingNote-ger,scopeNote-ger,dcoNumber-fre,prefLabel-fre,includingNote-fre,scopeNote-fre,prefLabel-swe,includingNote-swe,scopeNote-swe,prefLabel-slv,includingNote-slv,scopeNote-slv,prefLabel-spa,includingNote-spa,scopeNote-spa,old-classnames
114.125,1954,1992,1960,2016,1966,1959,,114.12,,Hygroscopicity,,,114.125,Hygroskooppisuus,,,114.125 ,Hygroskopizität,,,114.125,Hygroscopicité,,,Hygroskopicitet,,,,,,Higroscopicidad,,,
114.129,1954,1992,1960,2016,1966,1959,,114.12,,Miscellaneous ,(including Groundwater),,114.129,Vesi: sekalaista,(ml. pohjavesi),,114.129 ,Verschiedenes ,,[einschl. Grundwasser],114.129,Divers,,[y compris eau souterraine],Övrigt,Inberäknat grundvatten,,,,,Varios,incluyendo aqua freática,,
114.13,1954/1988,1992,1960,2016,1966,1959,,114.1,,Air and gases in the soil; soil atmosphere; soil respiration,,,114.13,Ilma ja kaasut maaperässä; maaperän atmosfääri; maahengitys,,,114.13 ,Luft und Gase im Boden; Bodenatmosphäre; Bodenatmung,,,114.13,Air et gaz dans le sol. Atmosphère du sol. Respiration du sol,,,Luft och gaser i marken; markluft,,,,,,Aire y gases del suelo; atmósfera del suelo,,,
114.14,1954,1992,1960,2016,1966,1959,,114.1,,Soil structure and consistence. Homogeneity,,,114.14,Maaperän rakenne ja koostumus. Homogeenisyys,,,114.14 ,Bodenstruktur und Bindigkeit. Homogenität,,,114.14,Structure et consistance des sols. Homogénéité,,,Jordstruktur och konsistens. Homogenitet,,,,,,Estructura y consistencia del suelo. Homogeneidad,,,
114.15,1954/1988,1992,1960,2016,1966,1959,,114.1,,Soil texture. Analysis,,,114.15,Maan tekstuuri. Anayysit,,,114.15 ,Bodentextur. Analyse,,,114.15,Texture des sols. Analyse,,,Jordtextur,,,,,,Textura del suelo,,,
114.16,1954,1992,1960,2016,1966,1959,,114.1,,Soil temperature,,,114.16,Maan lämpötila,,,114.16 ,Bodentemperatur,,,114.16,Température des sols,,,Marktemperatur,,,,,,Temperatura del suelo,,,
114.17,1954,1992,1960,2016,1966,1959,,114.1,,Electrical properties of the soil,,,114.17,Maaperän sähköiset ominaisuudet,,,114.17 ,Elektrische Bodeneigenschaften,,,114.17,Propriétés électriques des sols,,,Markens elektriska egenskaper,,,,,,Propiedades eléctricas del suelo,,,
114.19,1954,1992,1960,2016,1966,1959,,114.1,,Soil physics: miscellaneous,,,114.19,Maafysiikka: sekalaista,,,114.19 ,Verschiedenes,,,114.19,Divers,,,Övrigt,,,,,,Varios,,,
114.2,1954/1988,1992,1960,2016,1966,1959,,114,,Soil chemistry. Analysis,,[Arranged in parallel with UDC 631.41],114.2,Metsämaan kemia. Analyysit,,,114.2 ,Chemie des Bodens. Analyse,,[Gleichlaufend mit UDK 631.41 geordnet],114.2,Chimie du sol. Analyse. ,,[Mis en parallèle avec CDU 631.41],Markkemi,,[Analogt med UDK 631.41],,,,Quimica del suelo,,Ordenado con arreglo al UDC 631.41),
114.22,1954,1992,1960,2016,1966,1959,,114.2,,Physico-chemical properties in general,,,114.22,Maaperän fysikaalis-kemiallset ominaisuudet yleensä,,,114.22 ,Physikalisch-chemische Bodeneigenschaften im allgemeinen,,,114.22,Propriétés physico-chimiques en général,,,Fysikalisk-kemiska markegenskaper i allmänhet,,,,,,Propiedades fisio-quimicas en general,,,
114.23,1954,1992,1960,2016,1966,1959,,114.2,,Electro-chemical soil properties. Exchange of ions,,,114.23,Maaperän sähkökemialliset ominaisuudet. Ioninvaihto,,,114.23 ,Elektrochemische Bodeneigenschaften. Ionenaustausch,,,114.23,Propriétés électro-chimiques des sols. Échanges d'ions,,,Elektrokemiska markegenskaper. Jonutbyte,,,,,,Propiedades electro-quimicas del suelo. Intercambio des iones,,,
114.231,1954,1992,1960,2016,1966,1959,,114.23,,"Buffering, buffer capacity",,,114.231,"Puskurointi, puskurikyky",,,114.231 ,"Pufferung, Pufferungsvermögen",,,114.231,"Tampon, pouvoir tampon",,,"Buffring, buffertkapacitet",,,,,,Amortiguamiento y capacidad de amortiguamiento,,,
114.234,1954,1992,1960,2016,1966,1959,,114.23,,Base exchange,,,114.234,Kationinvaihto,,,114.234 ,Basenaustausch,,,114.234,Échange de bases,,,Basutbyte,,,,,,Intercambio de cationes,,,
114.239,1954,1992,1960,2016,1966,1959,,114.23,,Electro-chemical soil properties: Miscellaneous,,,114.239,Sekalaista,,,114.239 ,Verschiedenes,,,114.239,Divers,,,Övrigt,,,,,,Varios,,,
114.24,1954,1992,1960,2016,1966,1959,,114.2,,Colloidal properties,,,114.24,Kolloidiset ominaisuudet,,,114.24 ,Kolloidale Bodeneigenschaften,,,114.24,Propriétés colloïdales,,,Kolloidala egenskaper,,,,,,Propiedades coloidales,,,
114.242,1954,1992,1960,2016,1966,1959,,114.24,,Colloidal state,,,114.242,Kolloidinen tila,,,114.242 ,Kolloidaler Zustand,,,114.242,Etat colloïdal,,,Kolloid tillstånd,,,,,,Estado coloidal,,,
114.243,1954,1992,1960,2016,1966,1959,,114.24,,Absorption,,,114.243,Absorptio,,,114.243 ,Absorption,,,114.243,Absorption,,,"Sorption (adsorption, absorption)",,,,,,Adsorción,,,
114.249,1954,1992,1960,2016,1966,1959,,114.24,,Colloidal properties: miscellaneous,,,114.249,Kolloidiset ominaisuudet: sekalaista,,,114.249 ,Verschiedenes,,,114.249,Divers,,,Övrigt,,,,,,Varios,,,
114.25,1954/1988,1992,1960,2016,1966,1959,,114.2,,"Soil reaction. Acidity, pH. Soil acidification",,,114.25,"Maaperan reaktiot; happamuu, pH; maaperän happamoituminen",,,114.25 ,"Bodenreaktion; Azidität, pH-Wert; Bodenversauerung",,,114.25,"Réaction des sols. Acidité, pH. Acidification du sol",,,"Markreaktion; aciditet, pH",,,,,,"Reacción del suelo; acidez, pH",,,
114.26,1954,1992,1960,2016,1966,1959,,114.2,,Inorganic chemistry of soils,,,114.26,Maaperän epäorgaaninen kemia,,,114.26 ,Anorganische Chemie des Bodens,,,114.26,Chimie minérale des sols,,,Oorganisk markkemi,,,,,,Quimica inorgánica de los suelos,,,
114.261,1954,1992,1960,2016,1966,1959,,114.26,,Nitrogen and nitrogen compounds,,,114.261,Typpi ja typpiyhdisteet,,,114.261 ,Stickstoff und Stickstoffverbindungen,,,114.261,Azote et ses composés,,,Kväve och kväveföreningar,,,,,,Nitrógeno y compuestos nitrogenados,,,
114.262,1954,1992,1960,2016,1966,1959,,114.26,,Phosphorus and phosphorus compounds,,,114.262,Fosfori ja fosforiyhdisteet,,,114.262 ,Phosphor und Phosphorverbindungen,,,114.262,Phosphore et ses composés,,,Fosfor och fosforföreningar,,,,,,Fósforo y compuestos de fósforo,,,
114.263,1954,1992,1960,2016,1966,1959,,114.26,,Other non-metals and their compounds,,,114.263,Muut epämetallit ja niiden yhdisteet,,,114.263 ,Sonstige Nichtmetalle und ihre Verbindungen,,,114.263,Autres métalloïdes et leurs composés,,,Andra icke-metaller och deras föreningar,,,,,,Otros no-metales y sus compuestos,,,
114.264,1954,1992,1960,2016,1966,1959,,114.26,,Potassium and potassium compounds,,,114.264,Kalium ja kaliumyhdisteet,,,114.264 ,Kalium und Kaliumverbindungen,,,114.264,Potassium et ses composés,,,Kalium och kaliumföreningar,,,,,,Potasio y compuestos potásicos,,,
114.265,1954,1992,1960,2016,1966,1959,,114.26,,Sodium and sodium compounds,,,114.265,Natrium ja natriumyhdisteet,,,114.265 ,Natrium und Natriumverbindungen,,,114.265,Sodium et ses composés,,,Natrium och natriumföreningar,,,,,,Sodio y compuestos sódicos,,,
114.267,1954,1992,1960,2016,1966,1959,,114.26,,Calcium and calcium compounds,,,114.267,Kalsium ja kalsiumyhdisteet,,,114.267 ,Kalzium und Kalziumverbindungen,,,114.267,Calcium et ses composés,,,Kalcium och kalciumföreningar,,,,,,Calcio y compuestos cálcios,,,
114.268,1954,1992,1960,2016,1966,1959,,114.26,,Other metals and their compounds,,,114.268,Muut metallit ja niiden yhdisteet,,,114.268 ,Sonstige Metalle und ihre Verbindungen,,,114.268,Autres métaux et leurs composés,,,Andra metaller och deras föreningar,,,,,,Otros metales y sus compuestos,,,
114.269,1954,1992,1960,2016,1966,1959,,114.26,,Inorganic chemistry of soils: miscellaneous,,,114.269,Maan epäorgaaninen kemia: sekalaista,,,114.269 ,Verschiedenes,,,114.269,Divers,,,Övrigt,,,,,,Varios,,,
114.27,1954,1992,1960,2016,1966,1959,,114.2,,Organic chemistry of soils,,,114.27,Maaperän orgaaninen kemia,,,114.27 ,Organische Chemie des Bodens,,,114.27,Chimie organique des sols,,,Organisk markkemi,,,,,,Quimica orgánica de los suelos,,,
114.28,1954/2017,1992,1960,2016,1966,1959,,114.2,,Soil solution,,,114.28,Maaperän vesi,,,114.28 ,Bodenlösung,,,114.28,Solutions du sol,,,Markvätska,,,,,,Disolución del suelo,,,The soil solution
114.29,1954,1992,1960,2016,1966,1959,,114.2,,Soil chemistry: miscellaneous,,,114.29,Maakemia: sekalaista,,,114.29 ,Verschiedenes,,,114.29,Divers,,,Övrigt,,,,,,Varios,,,
114.3,1954,1992,1960,2016,1966,1959,,114,,Soil formation. The soil profile and its development,,,114.3,Maannostuminen. Maaperän profiili ja sen muodostuminen,,,114.3 ,Bodenbildung. Das Bodenprofil und seine Entwicklung,,,114.3,Formation des sols. Profils des sols et leur évolution,,,Jordmånsbildning. Markprofilen och dess utveckling,,,,,,Formación del suelo. Perfil del suelo y su evolución,,,
114.30,1954,1992,1960,2016,1966,1959,,114.3,,Soil-forming processes in general,,,114.30,Maannostumisprosessi yleensä,,,114.30 ,Bodenbildungsprozesse im allgemeinen,,,114.30,Processus de formation des sols (en général),,,Jordmånsbildande processer i allmänhet,,,,,,"Procesos de formación del suelo, en general",,,
114.31,1954,1992,1960,2016,1966,1959,,114.3,,"Relation to climate. Effects of water movement (general), leaching etc.",,,114.31,"Maaperän suhde ilmastoon. Veden liikkeen vaikutus (yleensä), liukeneminen, jne.",,,114.31 ,"Beziehungen zum Klima. Wirkungen der Wasserbewegung (Allgemeines), Auswaschung usw.",,,114.31,"Relations avec le climat. Effets du mouvement des eaux (en général), lessivage, etc.",,,"Klimatets inflytande. Beroendet av vattenrörelsen i marken, urlakning",,,,,,"En relación con el clima. Efectos del movimiento del agua lavado, etc.",,,
114.32,1954,1992,1960,2016,1966,1959,,114.3,,Geological considerations. Weathering. Influence of parent material,,,114.32,Maaperä geologian näkökulmasta. Rapautuminen. Emäkallion vaikutus,,,114.32 ,Geologische Betrachtungen. Verwitterung. Einfluss des Ausgangsmaterials (Muttergesteins),,,114.32,Considérations géologiques. Altération. Influence de la roche-mère,,,Geologiska synpunkter. Vittring. Ursprungsmaterialets inflytande,,,,,,Consideraciones geológicas. Meteorización y otras alteraciones. Influencia de la roca madre,,,
114.33,1954,1992,1960,2016,1966,1959,,114.3,,Relation to vegetative cover,,,114.33,Maaperän suhde kasvillisuuteen,,,114.33 ,Beziehungen zur Pflanzendecke,,,114.33,Relations avec la couverture végétale,,,Relation till växttäcket,,,,,,En relación con la cubierta vegetal,,,
114.34,1954,1992,1960,2016,1966,1959,,114.3,,Relation to other factors,,,114.34,Maaperän suhde muihin tekijöihin,,,114.34 ,Beziehungen zu anderen Faktoren,,,114.34,Relations avec d'autres facteurs 114.35/.36 Horizons du profil,,,Andra faktorers inverkan,,,,,,En relación con otros factores,,,
114.35,1954,1992,,2016,1966,1959,,114.35/.36,,Litter and humus layers,,,114.35,Karike ja humuskerrokset,,,114.35 ,Bodenstreu (Förna) und Humushorizonte,,,114.35,Litière et horizons humifères,,,Förnskikt och humuslager,,,,,,Cubierta vegetal muerta y capas de humus,,,
114.35/.36,1954,1992,1960,2016,1966,1959,,114.3,,The horizons of the profile,,,114.35/.36,Maaprofiilin horisontit,,,114.35/.36 ,Profilhorizonte,,,114.35/.36,Horizon (pédologie),,,Markprofilens horisonter,,,,,,Horizontes del perfil,,,
114.351,1954,1992,1960,2016,1966,1959,,114.35,,Litter,,,114.351,Karike,,,114.351 ,Bodenstreu (Förna),,,114.351,Litière,,,Forna,,,,,,Cubierta vegetal muerta,,,
114.354,1954,1992,1960,2016,1966,1959,,114.35,,Humus layers,in general,,114.354,Humuskerrokset,,,114.354 ,Humushorizonte im allgemeinen,,,114.354,Horizons humifères en général,,,Humuslager i allmänhet,,,,,,Capas de humus en general,,,
114.355,1954,1992,1960,2016,1966,1959,,114.35,,Mor. Raw humus,,,114.355,Kuntta. Raakahumus,,,114.355 ,Rohhumus. Moder,,,114.355,Mor. Humus brut,,,Mar (råhumus),,,,,,Humus no incorporado al suelo mineral (Mor),,,
114.356,1954,1992,1960,2016,1966,1959,,114.35,,Mull. Mild humus,,,114.356,Multa,,,114.356 ,Mull. Milder Humus,,,114.356,Mull. Humus doux,,,Mull,,,,,,Humus incorporado al suelo mineral (Mull),,,
114.359,1954,1992,1960,2016,1966,1959,,114.35,,Litter and humus: Miscellaneous,,,114.359,Karike ja humus: sekalaista,,,114.359 ,Verschiedenes,,,114.359,Divers,,,Övrigt,,,,,,Varios,,,
114.36,1954,1992,1960,2016,1966,1959,,114.35/.36,,Mineral soil in general. A-C horizons,,,114.36,Mineraalimaa yleensä. A-C horisontit,,,114.36 ,Der “Mineralboden” im allgemeinen. A-C-Horizonte,,,114.36,« Sol minéral » en général. Horizons A-C,,,Mineraljordshorisonter i allmänhet. A-C horisonter,,,,,,"""Suelo mineral"" en general. Horizontes del A al C",,,
114.361,1954,1992,1960,2016,1966,1959,,114.36,,"A horizons, eluvial horizons. Surface pans and concretions",,,114.361,"A horisontit, uuttumiskerrokset. Kuorettumat ja konkreetiot",,,114.361 ,"A-Horizonte, Auswaschungshorizonte. Verdichtungen und Konkretionen an der Oberfläche",,,114.361,"Horizons A, horizons éluviaux. Horizons durcis et concrétions de surface",,,"A-horisonter, urlakningsskikt. Skorpbildning och ytliga konkretioner",,,,,,"Horizontes A, horizontes eluviales. Capas superficiales duras y concreciones",,,
114.362,1954,1992,1960,2016,1966,1959,,114.36,,"B horizons, illuvial horizons. Pans and concretions below the surface",,,114.362,"B horisontit, rikastumiskerrokset. Kuorettumat ja konreetiot maanpinnan alapuolella",,,114.362 ,"B-Horizonte, Anreicherungshorizonte. Verdichtungen und Konkretionen unterhalb der Oberfläche (Ortsteinbildung)",,,114.362,"Horizons B, horizons illuviaux. Horizons durcis et concrétions en profondeur",,,"B-horisonter, anrikningsskikt. Skenhälla (ortsten) konkretioner under ytskiktet",,,,,,"Horizontes B, horizontes iluviales. Caps duras y concreciones debajo de la superficie",,,
114.363,1954,1992,1960,2016,1966,1959,,114.36,,C horizons,,,114.363,C horisontit,,,114.363 ,C-Horizonte,,,114.363,Horizons C,,,C-horisonter,,,,,,Horizontes C,,,
114.364,1954,1992,1960,2016,1966,1959,,114.36,,Gley horizons,,,114.364,Gleimaannos,,,114.364 ,Glei-Horizonte,,,114.364,Horizons de gley,,,Gleyhorisonter,,,,,,Horizontes gley,,,
114.369,1954,1992,1960,2016,1966,1959,,114.36,,Mineral soils: Miscellaneous,,,114.369,Mineraalimaa: sekalaista,,,114.369 ,Verschiedenes,,,114.369,Divers,,,Övrigt,,,,,,Varios,,,
114.38,1954,1992,1960,2016,1966,1959,,114.3,,Depth of soil,,,114.38,Maaperän syvyys,,,114.38 ,Gründigkeit (Bodentiefe),,,114.38,Profondeur des sols,,,"Markprofilens djup, »jorddjup»",,,,,,Profundidad del suelo,,,
114.39,1954,1992,1960,2016,1966,1959,,114.3,,Soil formation: miscellaneous,,,114.39,Maannostuminen: sekalaista,,,114.39 ,Verschiedenes,,,114.39,Divers,,,Övrigt,,,,,,Varios,,,
114.4,1954,1992,1960,2016,1966,1959,,114,,Soil classification. Soil types,,,114.4,Maaperän luokittelut. Maatyypit,,,114.4 ,Einteilung der Böden. Bodentypen,,,114.4,Classification des sols. Types de sols,,,Markklassifikation. Jordmånstyper,,,,,,Clasificación de los suelos. Tipos de suelos,,,
114.41,1954,1992,1960,2016,1966,1959,,114.4,,General matters,,FAO has published the World Reference Base for Soil Resource (WRB) in 1998 and updates thereafter,114.41,Yleistä maatyypeistä,,"Suomalaisia kivennäisaineksen lajitekoostumuksen nimiä ei voi luotettavasti kääntää suoraan englanniksi siitäkään syystä, että Suomessa käytettävä maalajikolmio on erilainen kuin se, johon FAOn/Unescon ja Soil Taxonomy -järjestelmän lajitekoostumusnimet perustuvat (Yli-Halla et al. 2000)",114.41 ,Allgemeines,,,114.41,Questions générales,,,Allmänna synpunkter,,,,,,Generalidades,,,
114.411,1954,1992,1960,2016,1966,1959,,114.41,,Spatial disposition  (catenas etc.),,,114.411,"Alueellinen jakauma (esim. rinnemaanokset, catenas)",,,114.411 ,Räumliche Anordnung (Catenen usw.),,,114.411,"Disposition spatiale (catenas, etc.)",,,Förekomst i landskapet av jordmånstyper ( t.ex. katenor),,,,,,Disposición especial (catenas etc.),,,
114.44,1954,1992,1960,2016,1966,1959,,114.4,,Genetic classification of soil types,,,114.44,Maannostyyppien geneettinen luokittelut,,,114.44 ,Genetische Einteilung der Bodentypen,,,114.44,Classification génétique des types de sols,,,Genetisk jordmånsklassifikation,,,,,,Clasificación genética de los tipos de suelos,,,
114.441,1954,1992,1960,2016,1966,1959,,114.44,,Zonal soils of humid climates,,,114.441,Kosteiden ilmastojen maannokset,,,114.441 ,Zonale Böden humider Klimate,,,114.441,Sols zonaux des climats humides,,,Zonala (klimatbetingade) jordar i humida klimat,,,,,,Suelos zonales de los climas húmedos,,"Suelos zonales ecuentan: Lateríticos, Eólicos, Desérticos, Chernozems, Forestales, Grises, Podzoles, Tundra",
114.441.1,1954,1992,1960,2016,1966,1959,,114.441,,Tundra soils,,,114.441.1,Tundramaannokset,,,114.441.1 ,Tundra-Böden,,,114.441.1,Sols de toundras,,,Tundrajordar,,,,,,Suelos de Tundra,,,
114.441.2,1954,1992,1960,2016,1966,1959,,114.441,,Podzols,,,114.441.2,Podsolit,,,114.441.2 ,Podsole,,,114.441.2,Podzols,,,Podsoler,,,,,,Podsoles,,,
114.441.3,1954,1992,1960,2016,1966,1959,,114.441,,Brown earths,,,114.441.3,Ruskomaat,,,114.441.3 ,Braunerden,,,114.441.3,Sols bruns,,,Brunjordar,,,,,,Tierras pardas,,,
114.441.4,1954,1992,1960,2016,1966,1959,,114.441,,Grey-brown podzolic soils,,,114.441.4,"""Harmaanruskeat podsolit""",,,114.441.4 ,Stark podsoliger brauner Waldboden (Grey-brown podzolic soils) usw.,,,114.441.4,Sols bruns lessivés,,,"""Gråbruna podsoliska jordar"", ""parabrunjord""",,,,,,Suelos pdsólicos pardo-grisáceos,,,
114.441.5,1954,1992,1960,2016,1966,1959,,114.441,,Degraded chernozems,,,114.441.5,"""Köyhtynyt musta multa"" (chernozem)",,,114.441.5 ,Degradierte Tschernoseme,,,114.441.5,Chernozems dégradés,,,"""Degraderad svartjord"" (chernozem)",,,,,,Chernozems degradados,,,
114.441.6,1954,1992,1960,2016,1966,1959,,114.441,,Prairie soils,,,114.441.6,Preeriamaat,,,114.441.6 ,Prärie-Böden,,,114.441.6,Sols des prairies,,,Präriejordar,,,,,,Suelos de pradera,,,
114.441.7,1954,1992,1960,2016,1966,1959,,114.441,,Subtropical and tropical analogues. Lateritic and laterite soils. Red and yellow earths. Terra rossa,,,114.441.7,Subrooppiset ja trooppiset maat. Lateriittimaat. Punaiset ja keltaiset maannokset. Terra rossa,,,114.441.7 ,Analoge subtropische und tropische Böden. Laterite und lateritische Böden. Rot- und Gelberden. Terra rossa,,,114.441.7,Sols analogues subtropicaux et tropicaux. Sols latéritiques et latérites. Terres rouges et jaunes. Terra rossa,,,Subtropiska och tropiska humida jordar. Laterit och lateritiska jordar. Röda och gula jordar. Terra rossa,,,,,,Suelos subtropicales y tropicales. Suelos de Laterita y lateriticos. Tierras rojas y amarillas. Terra rossa,,,
114.441.9,1954,1992,1960,2016,1966,1959,,114.441,,Zonal soils of humid climates: miscellaneous,,,114.441.9,Kosteiden ilmastojen maannokset: sekalaista,,,114.441.9 ,Verschiedenes,,,114.441.9,Divers,,,Övrigt,,,,,,Varios,,,
114.442,1954,1992,1960,2016,1966,1959,,114.44,,Zonal soils of semi-arid and arid climates,,,114.442,Puolikuivien ja kuivien ilmastojen vyöhykkeiset maannokset,,,114.442 ,Zonale Böden semi-arider und arider Klimate,,,114.442,Sols zonaux des climats semi-arides et arides,,,Zonala jordar i semiarida och arida klimat,,,,,,Suelos zonales de los climas semiáridos y áridos,,,
114.442.1,1954,1992,1960,2016,1966,1959,,114.442,,Chernozems,,,114.442.1,Tsernotseemi,,Musta multa,114.442.1 ,Tschernoseme,,,114.442.1,Chernozems,,,Chernozem,svartjord,,,,,Chernozems,,,
